Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
1D|4045|46.196701|-122.139198|393.2|20144045|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4046|46.198002|-122.139099|1308.0|20144046|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4047|46.199799|-122.138496|405.0|20144047|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4048|46.200199|-122.135803|403.5|20144048|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4049|46.2019|-122.135696|404.0|20144049|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4050|46.203499|-122.136597|1331.4|20144050|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4051|46.205502|-122.136902|1339.4|20144051|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4052|46.207802|-122.136703|409.6|20144052|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4053|46.2099|-122.138|411.8|20144053|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4054|46.211601|-122.138702|413.7|20144054|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4055|46.212898|-122.139297|1364.7|20144055|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4056|46.212799|-122.141899|1360.4|20144056|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4057|46.212799|-122.144096|417.0|20144057|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4058|46.212799|-122.146797|421.4|20144058|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4060|46.2146|-122.150803|428.6|20144060|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4061|46.216202|-122.153603|451.3|20144061|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4062|46.217999|-122.153397|1446.0|20144062|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4063|46.219601|-122.1549|1380.8|20144063|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4064|46.220699|-122.155998|421.7|20144064|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4065|46.223|-122.1576|415.2|20144065|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4067|46.2257|-122.160004|403.1|20144067|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4068|46.226398|-122.1605|1323.1|20144068|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4069|46.227299|-122.160797|400.7|20144069|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4070|46.227901|-122.159599|1308.1|20144070|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4071|46.228901|-122.159302|395.9|20144071|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4072|46.227699|-122.161697|1319.5|20144072|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4073|46.227501|-122.162804|1327.8|20144073|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4075|46.228401|-122.167503|406.2|20144075|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4076|46.228001|-122.1698|406.4|20144076|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4077|46.228298|-122.172203|406.2|20144077|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4078|46.229401|-122.174004|399.7|20144078|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4080|46.232899|-122.178101|1256.0|20144080|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4081|46.234501|-122.177902|1233.7|20144081|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4082|46.236099|-122.177803|368.0|20144082|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4083|46.237301|-122.177002|1189.3|20144083|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4084|46.238701|-122.176399|1170.8|20144084|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4086|46.238998|-122.175003|354.6|20144086|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4093|46.237999|-122.202003|1145.1|20144093|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4094|46.238098|-122.205002|1138.2|20144094|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4095|46.237202|-122.208|1139.8|20144095|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4096|46.2369|-122.210999|362.5|20144096|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4097|46.234901|-122.212303|368.7|20144097|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4098|46.2327|-122.213303|372.4|20144098|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4100|46.230999|-122.218903|379.1|20144100|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4101|46.231602|-122.222198|376.7|20144101|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4102|46.229599|-122.223297|367.8|20144102|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4103|46.228001|-122.224197|374.5|20144103|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4104|46.2258|-122.223999|381.6|20144104|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4105|46.223598|-122.223396|1244.7|20144105|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4106|46.223701|-122.227097|386.2|20144106|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4107|46.222698|-122.230499|385.1|20144107|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4108|46.2216|-122.232697|384.8|20144108|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4109|46.219799|-122.234901|1265.7|20144109|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4110|46.217999|-122.235802|1268.6|20144110|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4111|46.215698|-122.236702|1257.0|20144111|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4112|46.214802|-122.2407|377.0|20144112|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4115|46.210201|-122.252197|304.3|20144115|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4116|46.209202|-122.252098|312.0|20144116|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4117|46.207802|-122.249001|351.5|20144117|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4118|46.206799|-122.2463|368.2|20144118|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4119|46.206799|-122.243301|0.0|20144119|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4120|46.205799|-122.241302|1295.1|20144120|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4121|46.2062|-122.239601|403.9|20144121|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4122|46.205399|-122.237198|420.1|20144122|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4123|46.205002|-122.235001|430.5|20144123|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4124|46.2043|-122.233398|440.3|20144124|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4125|46.2029|-122.2342|437.2|20144125|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4126|46.201099|-122.235001|1417.8|20144126|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4127|46.1992|-122.234299|1371.8|20144127|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4128|46.197498|-122.237|1401.1|20144128|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4129|46.1959|-122.237|1398.5|20144129|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4130|46.194302|-122.237602|423.4|20144130|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4131|46.192101|-122.236702|430.0|20144131|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4132|46.190201|-122.234299|421.0|20144132|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4133|46.1903|-122.230698|441.0|20144133|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4134|46.187801|-122.230003|1459.8|20144134|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4135|46.186199|-122.227303|447.9|20144135|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4136|46.184799|-122.223701|1499.0|20144136|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4137|46.182499|-122.223198|1474.0|20144137|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4138|46.180302|-122.222702|441.4|20144138|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4139|46.178398|-122.220901|1448.5|20144139|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4140|46.176102|-122.219101|443.7|20144140|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4141|46.175499|-122.217499|444.8|20144141|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4150|46.165401|-122.197601|437.9|20144150|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4151|46.1633|-122.196098|433.3|20144151|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4152|46.163399|-122.192902|0.0|20144152|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4154|46.162102|-122.191399|0.0|20144154|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4155|46.159801|-122.192299|0.0|20144155|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4156|46.157398|-122.192902|0.0|20144156|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4157|46.156399|-122.189598|0.0|20144157|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4158|46.155399|-122.1866|0.0|20144158|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4159|46.153301|-122.185402|0.0|20144159|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4160|46.151402|-122.184998|0.0|20144160|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4161|46.149799|-122.1856|0.0|20144161|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4162|46.148399|-122.185501|0.0|20144162|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4163|46.1469|-122.184303|0.0|20144163|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4169|46.142799|-122.186096|328.8|20144169|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4170|46.143799|-122.189499|321.1|20144170|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4171|46.145302|-122.191902|1037.3|20144171|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4172|46.147301|-122.193001|1003.2|20144172|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4173|46.145302|-122.195396|1000.3|20144173|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4174|46.144299|-122.197601|305.0|20144174|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4175|46.1436|-122.200897|985.8|20144175|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4176|46.143398|-122.2043|296.5|20144176|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4177|46.1413|-122.206596|285.9|20144177|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4178|46.1404|-122.209198|915.7|20144178|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4179|46.1394|-122.2099|280.2|20144179|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4180|46.1385|-122.212502|910.0|20144180|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4181|46.1367|-122.213699|899.9|20144181|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4182|46.139999|-122.207001|283.6|20144182|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4183|46.1399|-122.203903|933.2|20144183|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4184|46.139801|-122.200699|282.5|20144184|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4185|46.1395|-122.198303|283.0|20144185|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4186|46.139801|-122.1959|280.6|20144186|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4187|46.139198|-122.195|282.6|20144187|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4188|46.138|-122.194199|289.7|20144188|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4189|46.137901|-122.1931|952.4|20144189|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4190|46.137798|-122.191498|291.5|20144190|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4191|46.1376|-122.190201|284.9|20144191|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4192|46.1366|-122.189201|279.7|20144192|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4193|46.136398|-122.190903|0.0|20144193|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4194|46.135899|-122.191299|274.1|20144194|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4195|46.135101|-122.191704|273.3|20144195|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4200|46.1385|-122.195801|278.7|20144200|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4201|46.1376|-122.195801|275.2|20144201|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4202|46.136799|-122.195602|271.5|20144202|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4203|46.1357|-122.195801|267.2|20144203|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4204|46.1348|-122.1959|266.5|20144204|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4205|46.1339|-122.192299|899.4|20144205|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4206|46.134602|-122.191902|278.7|20144206|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4207|46.138802|-122.196899|276.9|20144207|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4208|46.133999|-122.196503|867.0|20144208|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4209|46.131599|-122.196999|916.5|20144209|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4210|46.129799|-122.196198|267.6|20144210|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4211|46.129299|-122.193398|0.0|20144211|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4212|46.1278|-122.1912|0.0|20144212|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4213|46.1278|-122.184502|740.4|20144213|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4214|46.129101|-122.183899|745.1|20144214|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4215|46.130199|-122.181503|230.8|20144215|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4216|46.130299|-122.178398|235.1|20144216|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4217|46.129101|-122.174103|241.1|20144217|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4218|46.131199|-122.169403|812.8|20144218|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4219|46.174599|-122.219597|1420.2|20144219|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4220|46.172901|-122.222198|422.8|20144220|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4221|46.171001|-122.223297|1373.6|20144221|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4222|46.171501|-122.227303|1326.4|20144222|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4223|46.168701|-122.227898|371.5|20144223|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4224|46.166698|-122.227997|1210.7|20144224|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4225|46.165401|-122.230598|1180.9|20144225|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4226|46.162601|-122.229698|348.8|20144226|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4227|46.161999|-122.227402|343.8|20144227|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4228|46.160702|-122.227402|336.6|20144228|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4229|46.158298|-122.230301|326.7|20144229|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4230|46.156502|-122.232201|312.2|20144230|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4231|46.154999|-122.233002|305.6|20144231|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4232|46.153099|-122.233498|304.7|20144232|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4233|46.152|-122.233902|303.9|20144233|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4234|46.1507|-122.2341|302.4|20144234|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4235|46.150002|-122.235703|298.8|20144235|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4236|46.148499|-122.236198|296.0|20144236|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4237|46.146599|-122.236|966.8|20144237|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4238|46.1441|-122.235001|291.6|20144238|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4239|46.150501|-122.236702|298.8|20144239|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4240|46.1506|-122.239502|295.2|20144240|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4241|46.152199|-122.241997|933.8|20144241|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4242|46.154099|-122.242798|936.5|20144242|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4243|46.1558|-122.244499|939.4|20144243|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4244|46.158199|-122.2463|956.0|20144244|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4245|46.1605|-122.248001|977.2|20144245|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4246|46.161499|-122.248901|300.6|20144246|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4247|46.163898|-122.250504|304.9|20144247|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4248|46.164902|-122.251503|989.5|20144248|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4249|46.165699|-122.252502|996.5|20144249|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4250|46.1665|-122.2537|304.6|20144250|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4251|46.1674|-122.253899|1017.8|20144251|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4252|46.165699|-122.255402|990.4|20144252|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4253|46.167301|-122.254997|1012.6|20144253|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4254|46.1675|-122.255898|1008.1|20144254|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4255|46.167599|-122.256798|306.3|20144255|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4256|46.1679|-122.257599|306.2|20144256|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4257|46.168098|-122.256104|308.3|20144257|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4258|46.1684|-122.255302|1020.8|20144258|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4259|46.1689|-122.255501|1022.9|20144259|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4260|46.167099|-122.256203|1002.4|20144260|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4261|46.1665|-122.256104|999.3|20144261|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4262|46.166|-122.256203|997.0|20144262|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4263|46.165501|-122.2565|991.4|20144263|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4264|46.165901|-122.255302|302.9|20144264|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4265|46.165298|-122.255898|985.5|20144265|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4266|46.167599|-122.253304|310.1|20144266|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4267|46.168098|-122.2528|311.4|20144267|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4268|46.1684|-122.252098|312.5|20144268|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4269|46.169399|-122.2547|313.2|20144269|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4270|46.1688|-122.251198|314.3|20144270|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4271|46.168098|-122.258003|304.0|20144271|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4272|46.164799|-122.257004|299.7|20144272|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4273|46.168499|-122.259003|1001.5|20144273|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4274|46.142101|-122.120499|865.6|20144274|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4275|46.1446|-122.122803|881.3|20144275|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4276|46.145901|-122.127502|277.8|20144276|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4277|46.144901|-122.1315|284.1|20144277|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4278|46.1441|-122.1353|278.8|20144278|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4279|46.143299|-122.138802|898.0|20144279|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4280|46.142101|-122.142601|267.6|20144280|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4281|46.139801|-122.1437|266.6|20144281|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4282|46.144199|-122.145103|903.2|20144282|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4283|46.146301|-122.144302|297.1|20144283|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4284|46.1469|-122.146202|989.0|20144284|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4285|46.148998|-122.146797|306.8|20144285|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4286|46.149601|-122.149399|306.4|20144286|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4287|46.149101|-122.151398|315.4|20144287|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4288|46.148102|-122.153503|1042.0|20144288|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4289|46.147999|-122.1567|320.0|20144289|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4290|46.150101|-122.154404|320.2|20144290|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4291|46.152199|-122.152|318.9|20144291|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4292|46.153801|-122.150597|1048.8|20144292|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4293|46.155899|-122.149002|1053.4|20144293|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4294|46.157398|-122.146202|321.1|20144294|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4295|46.157101|-122.1436|1044.2|20144295|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4296|46.1562|-122.140701|1025.7|20144296|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4297|46.151001|-122.145798|301.8|20144297|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4298|46.1516|-122.142303|297.7|20144298|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4299|46.151299|-122.138702|964.5|20144299|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4300|46.150299|-122.137199|959.9|20144300|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4301|46.149502|-122.135696|290.0|20144301|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4302|46.1492|-122.1343|289.5|20144302|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4303|46.149101|-122.133301|946.4|20144303|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4304|46.1488|-122.1325|941.9|20144304|2014-01-01T00:00:00|2014-12-12T23:59:59
1D|4305|46.148102|-122.131897|288.7|20144305|2014-01-01T00:00:00|2014-12-12T23:59:59
